3626.0,59.0,50.0,6.65,4516.0,60.0,38.0,6.59,3753.0,51.0,47.0,6.66,3892.0,48.0,46.0,6.63,4883.0,15.0,15.0,6.59,4693.0,45.0,16.0,6.63,
4107.0,67.0,21.0,6.74,3296.0,28.0,23.0,6.68,3372.0,31.0,34.0,6.67,4795.0,71.0,70.0,6.69,4697.0,61.0,30.0,6.74,3269.0,63.0,12.0,6.7,
3214.0,42.0,18.0,6.68,3858.0,12.0,31.0,6.62,3684.0,56.0,27.0,6.64,3668.0,37.0,17.0,6.68,4401.0,68.0,11.0,6.67,3910.0,19.0,54.0,6.68,
3066.0,66.0,75.0,6.68,4368.0,11.0,13.0,6.67,4081.0,20.0,58.0,6.65,4086.0,32.0,41.0,6.74,3742.0,24.0,55.0,6.69,4379.0,75.0,29.0,6.68,
3967.0,64.0,51.0,6.77,3889.0,25.0,14.0,6.67,2969.0,16.0,52.0,6.67,4435.0,23.0,60.0,6.7,3626.0,59.0,50.0,6.73,3899.0,21.0,67.0,6.7,
4015.0,50.0,45.0,6.75,4795.0,71.0,70.0,6.74,4221.0,40.0,44.0,6.68,3753.0,51.0,47.0,6.79,3545.0,34.0,20.0,6.69,3006.0,43.0,56.0,6.8,
3663.0,52.0,39.0,6.72,4693.0,45.0,16.0,6.68,4107.0,67.0,21.0,6.74,4297.0,57.0,53.0,6.76,4081.0,20.0,58.0,6.71,3214.0,42.0,18.0,6.77,
4348.0,65.0,35.0,6.72,3066.0,66.0,75.0,6.72,3668.0,37.0,17.0,6.75,3296.0,28.0,23.0,6.72,3385.0,38.0,71.0,6.77,4883.0,15.0,15.0,6.72,
3545.0,34.0,20.0,6.74,4379.0,75.0,29.0,6.74,4697.0,61.0,30.0,6.77,3684.0,56.0,27.0,6.77,3889.0,25.0,14.0,6.82,4172.0,46.0,37.0,6.83,
4401.0,68.0,11.0,6.8,4086.0,32.0,41.0,6.72,4435.0,23.0,60.0,6.82,4015.0,50.0,45.0,6.84,4297.0,57.0,53.0,6.72,3967.0,64.0,51.0,6.82,
3899.0,21.0,67.0,6.73,3385.0,38.0,71.0,6.74,3858.0,12.0,31.0,6.76,3742.0,24.0,55.0,6.79,4368.0,11.0,13.0,6.78,3663.0,52.0,39.0,6.78,
4787.0,35.0,49.0,6.69,4099.0,27.0,36.0,6.78,4256.0,74.0,28.0,6.87,4233.0,44.0,40.0,6.73,4539.0,26.0,68.0,6.8,3772.0,41.0,26.0,6.72,
3753.0,51.0,47.0,6.7,4516.0,60.0,38.0,6.66,3296.0,28.0,23.0,6.75,4379.0,75.0,29.0,6.75,3372.0,31.0,34.0,6.74,3006.0,43.0,56.0,6.8,
4697.0,61.0,30.0,6.8,3742.0,24.0,55.0,6.71,4015.0,50.0,45.0,6.72,4081.0,20.0,58.0,6.62,4539.0,26.0,68.0,6.71,4883.0,15.0,15.0,6.71,
4187.0,18.0,33.0,6.73,4435.0,23.0,60.0,6.66,3772.0,41.0,26.0,6.7,4401.0,68.0,11.0,6.75,3668.0,37.0,17.0,6.73,3385.0,38.0,71.0,6.73,
4297.0,57.0,53.0,6.68,4221.0,40.0,44.0,6.64,4368.0,11.0,13.0,6.67,4348.0,65.0,35.0,6.74,3899.0,21.0,67.0,6.7,4086.0,32.0,41.0,6.67,
4693.0,45.0,16.0,6.63,3684.0,56.0,27.0,6.68,4233.0,44.0,40.0,6.63,3910.0,19.0,54.0,6.61,4787.0,35.0,49.0,6.63,4099.0,27.0,36.0,6.68,
4256.0,74.0,28.0,6.68,2969.0,16.0,52.0,6.82,3066.0,66.0,75.0,6.79,3545.0,34.0,20.0,6.66,4795.0,71.0,70.0,6.67,4107.0,67.0,21.0,6.75,
3663.0,52.0,39.0,6.67,3214.0,42.0,18.0,6.65,3889.0,25.0,14.0,6.63,3892.0,48.0,46.0,6.7,3858.0,12.0,31.0,6.65,3372.0,31.0,34.0,6.74,
3967.0,64.0,51.0,6.73,3269.0,63.0,12.0,6.69,3626.0,59.0,50.0,6.73,4221.0,40.0,44.0,6.69,4172.0,46.0,37.0,6.77,4516.0,60.0,38.0,6.71,
4099.0,27.0,36.0,6.56,3385.0,38.0,71.0,6.69,4086.0,32.0,41.0,6.62,3742.0,24.0,55.0,6.68,3772.0,41.0,26.0,6.63,4297.0,57.0,53.0,6.63,
3899.0,21.0,67.0,6.68,4233.0,44.0,40.0,6.69,4401.0,68.0,11.0,6.72,4015.0,50.0,45.0,6.78,4256.0,74.0,28.0,6.67,3663.0,52.0,39.0,6.7,
4787.0,35.0,49.0,6.65,4539.0,26.0,68.0,6.7,3858.0,12.0,31.0,6.69,4368.0,11.0,13.0,6.68,4435.0,23.0,60.0,6.67,3967.0,64.0,51.0,6.7,
3910.0,19.0,54.0,6.68,3668.0,37.0,17.0,6.68,4348.0,65.0,35.0,6.72,3889.0,25.0,14.0,6.67,4081.0,20.0,58.0,6.68,4795.0,71.0,70.0,6.67,
4795.0,71.0,70.0,6.73,4187.0,18.0,33.0,6.72,3626.0,59.0,50.0,6.76,4297.0,57.0,53.0,6.76,3006.0,43.0,56.0,6.78,3066.0,66.0,75.0,6.7,
3967.0,64.0,51.0,6.81,4081.0,20.0,58.0,6.67,3684.0,56.0,27.0,6.73,3214.0,42.0,18.0,6.73,3545.0,34.0,20.0,6.69,4883.0,15.0,15.0,6.71,
4787.0,35.0,49.0,6.67,4401.0,68.0,11.0,6.76,2969.0,16.0,52.0,6.72,4348.0,65.0,35.0,6.83,3892.0,48.0,46.0,6.73,4172.0,46.0,37.0,6.75,
4086.0,32.0,41.0,6.77,3772.0,41.0,26.0,6.67,4256.0,74.0,28.0,6.7,4697.0,61.0,30.0,6.72,3663.0,52.0,39.0,6.7,3296.0,28.0,23.0,6.76,
3668.0,37.0,17.0,6.76,4539.0,26.0,68.0,6.77,3006.0,43.0,56.0,6.92,4368.0,11.0,13.0,6.8,3385.0,38.0,71.0,6.75,4693.0,45.0,16.0,6.69,
4015.0,50.0,45.0,6.8,3889.0,25.0,14.0,6.72,4221.0,40.0,44.0,6.71,4795.0,71.0,70.0,6.72,4883.0,15.0,15.0,6.66,3269.0,63.0,12.0,6.69,
3858.0,12.0,31.0,6.66,3742.0,24.0,55.0,6.79,4516.0,60.0,38.0,6.68,3910.0,19.0,54.0,6.69,4099.0,27.0,36.0,6.62,3753.0,51.0,47.0,6.73,
4233.0,44.0,40.0,6.63,3372.0,31.0,34.0,6.73,4787.0,35.0,49.0,6.69,4187.0,18.0,33.0,6.66,4379.0,75.0,29.0,6.77,4697.0,61.0,30.0,6.67,
3684.0,56.0,27.0,6.63,4348.0,65.0,35.0,6.76,4693.0,45.0,16.0,6.67,3899.0,21.0,67.0,6.68,4107.0,67.0,21.0,6.79,3663.0,52.0,39.0,6.69,
4435.0,23.0,60.0,6.69,4368.0,11.0,13.0,6.65,3214.0,42.0,18.0,6.67,3772.0,41.0,26.0,6.69,2969.0,16.0,52.0,6.74,3910.0,19.0,54.0,6.63,
4099.0,27.0,36.0,6.6,3892.0,48.0,46.0,6.6,3967.0,64.0,51.0,6.75,4539.0,26.0,68.0,6.67,4015.0,50.0,45.0,6.79,4297.0,57.0,53.0,6.7,
3899.0,21.0,67.0,6.68,3858.0,12.0,31.0,6.66,4172.0,46.0,37.0,6.74,3385.0,38.0,71.0,6.66,4233.0,44.0,40.0,6.68,4256.0,74.0,28.0,6.71,
4150.0,39.0,59.0,6.68,4362.0,42.0,16.0,6.81,4189.0,35.0,51.0,6.76,3946.0,37.0,52.0,6.75,4218.0,24.0,18.0,6.73,3996.0,25.0,74.0,6.78,
3952.0,64.0,33.0,6.75,2942.0,70.0,58.0,6.79,4645.0,33.0,72.0,6.76,4188.0,18.0,53.0,6.71,3795.0,50.0,20.0,6.74,4024.0,53.0,14.0,6.67,
3955.0,11.0,60.0,6.84,3612.0,66.0,27.0,6.76,3783.0,38.0,54.0,6.72,4075.0,72.0,66.0,6.74,3555.0,19.0,69.0,6.81,3719.0,56.0,32.0,6.83,
3527.0,63.0,73.0,6.72,3436.0,27.0,61.0,6.79,3813.0,52.0,21.0,6.79,4166.0,34.0,15.0,6.82,3590.0,26.0,22.0,6.82,3777.0,54.0,29.0,6.72,
3716.0,31.0,64.0,6.81,3737.0,48.0,42.0,6.78,3558.0,62.0,28.0,6.86,4150.0,39.0,59.0,6.8,3941.0,58.0,67.0,6.78,3406.0,28.0,47.0,6.77,
4201.0,74.0,63.0,6.78,3946.0,37.0,52.0,6.73,4311.0,20.0,62.0,6.8,4136.0,68.0,68.0,6.73,3622.0,45.0,34.0,6.77,3573.0,13.0,24.0,6.83,
4188.0,18.0,53.0,6.72,3960.0,23.0,70.0,6.73,3623.0,71.0,36.0,6.72,4362.0,42.0,16.0,6.79,3783.0,38.0,54.0,6.73,4237.0,30.0,30.0,6.74,
4166.0,34.0,15.0,6.67,4189.0,35.0,51.0,6.69,3422.0,14.0,48.0,6.74,3978.0,41.0,43.0,6.7,4024.0,53.0,14.0,6.73,3543.0,47.0,25.0,6.71,
3897.0,55.0,65.0,6.75,3256.0,44.0,19.0,6.8,4049.0,60.0,46.0,6.8,3952.0,64.0,33.0,6.75,3996.0,25.0,74.0,6.74,3941.0,58.0,67.0,6.75,
4278.0,12.0,23.0,6.75,3942.0,75.0,45.0,6.81,3590.0,26.0,22.0,6.77,3622.0,45.0,34.0,6.79,4052.0,40.0,44.0,6.77,4042.0,36.0,50.0,6.76,
4320.0,32.0,57.0,6.7,3679.0,59.0,49.0,6.81,4238.0,15.0,17.0,6.76,3568.0,22.0,31.0,6.75,4237.0,30.0,30.0,6.75,4254.0,51.0,38.0,6.71,
3623.0,71.0,36.0,6.73,4075.0,72.0,66.0,6.74,3978.0,41.0,43.0,6.81,3716.0,31.0,64.0,6.77,3813.0,52.0,21.0,6.86,4136.0,68.0,68.0,6.79,
3269.0,63.0,12.0,6.71,4693.0,45.0,16.0,6.68,3545.0,34.0,20.0,6.7,4233.0,44.0,40.0,6.68,3066.0,66.0,75.0,6.71,4883.0,15.0,15.0,6.68,
3296.0,28.0,23.0,6.69,4697.0,61.0,30.0,6.73,4795.0,71.0,70.0,6.72,4107.0,67.0,21.0,6.75,3626.0,59.0,50.0,6.74,4221.0,40.0,44.0,6.68,
4401.0,68.0,11.0,6.72,4256.0,74.0,28.0,6.66,3910.0,19.0,54.0,6.66,2969.0,16.0,52.0,6.7,3753.0,51.0,47.0,6.73,3967.0,64.0,51.0,6.75,
4516.0,60.0,38.0,6.69,4172.0,46.0,37.0,6.7,4297.0,57.0,53.0,6.66,3668.0,37.0,17.0,6.73,4435.0,23.0,60.0,6.68,3742.0,24.0,55.0,6.76,
4081.0,20.0,58.0,6.68,4015.0,50.0,45.0,6.65,3372.0,31.0,34.0,6.67,3858.0,12.0,31.0,6.65,4368.0,11.0,13.0,6.71,4379.0,75.0,29.0,6.72,
4099.0,27.0,36.0,6.64,3296.0,28.0,23.0,6.66,4187.0,18.0,33.0,6.67,3269.0,63.0,12.0,6.73,3214.0,42.0,18.0,6.75,3889.0,25.0,14.0,6.71,
3892.0,48.0,46.0,6.63,3663.0,52.0,39.0,6.64,3385.0,38.0,71.0,6.74,3753.0,51.0,47.0,6.74,3899.0,21.0,67.0,6.63,3545.0,34.0,20.0,6.7,
